text,pred_label,true_label,sentence_id,full_text,fold,category,pred_text,true_text
lightning,WEATHER,,s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",1,spurious,,
surface,LANDSCAPE,,s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",1,spurious,,
surge,LANDSCAPE,,s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",1,spurious,,
horizon,WEATHER,,s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",1,spurious,,
cold,,WEATHER,s00680,"Her lips were red, her looks were free, Her locks were yellow as gold: Her skin was as white as leprosy, The Night-Mare LIFE-IN-DEATH was she, Who thicks man's blood with cold.",1,missed,,
ALBATROSS,,FAUNA,s00632,"From the fiends, that plague thee thus!-- Why look'st thou so?""--With my cross-bow I shot the ALBATROSS.",1,missed,,
steep,,LANDSCAPE,s00527,"For the very spirit fails, Driven like a homeless cloud from steep to steep That vanishes among the viewless gales!",1,missed,,
rack,,WEATHER,s00569,"The sanguine Sunrise, with his meteor eyes, And his burning plumes outspread, Leaps on the back of my sailing rack, When the morning star shines dead; As on the jag of a mountain crag, Which an earthquake rocks and swings, An eagle alit one moment may sit In the light of its golden wings.",1,missed,,
Alpine brethren,,LANDSCAPE,s00093,"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",1,missed,,
splinters,,LANDSCAPE,s00093,"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",1,missed,,
deeps,,LANDSCAPE,s00528,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",1,missed,,
dews,,WEATHER,s00006,"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",1,missed,,
foam,WEATHER,LANDSCAPE,s00639,"The fair breeze blew, the white foam flew, The furrow followed free: We were the first that ever burst Into that silent sea.",2,label_confusion,,
wave,WEATHER,LANDSCAPE,s00760,"But why drives on that ship so fast, Without or wave or wind?",2,label_confusion,,
light,WEATHER,NATURE,s00031,"by heavenly feet thy paths are trod,-- Undying Love's, who here ascends a throne To which the steps are mountains; where the god Is a pervading life and light,--so shown Not on those summits solely, nor alone In the still cave and forest; o'er the flower His eye is sparkling, and his breath hath blown, His soft and summer breath, whose tender power Passes the strength of storms in their most desolate hour.",2,label_confusion,,
forest,LANDSCAPE,FLORA,s00031,"by heavenly feet thy paths are trod,-- Undying Love's, who here ascends a throne To which the steps are mountains; where the god Is a pervading life and light,--so shown Not on those summits solely, nor alone In the still cave and forest; o'er the flower His eye is sparkling, and his breath hath blown, His soft and summer breath, whose tender power Passes the strength of storms in their most desolate hour.",2,label_confusion,,
forests,LANDSCAPE,FLORA,s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",2,label_confusion,,
flood,WEATHER,LANDSCAPE,s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",2,label_confusion,,
buds,FLORA,FAUNA,s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",2,label_confusion,,
whirlwinds,LANDSCAPE,WEATHER,s00575,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",2,label_confusion,,
foam,WEATHER,LANDSCAPE,s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",2,label_confusion,,
,LANDSCAPE,NATURE,s00661,"As if it dodged a water-sprite, It plunged and tacked and veered.",2,boundary_error,water-,water-sprite
,FAUNA,NATURE,s00661,"As if it dodged a water-sprite, It plunged and tacked and veered.",2,boundary_error,sprite,water-sprite
,LANDSCAPE,LANDSCAPE,s00072,"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",2,boundary_error,torrent',torrent's brink
,LANDSCAPE,LANDSCAPE,s00072,"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",2,boundary_error,brink,torrent's brink
,LANDSCAPE,LANDSCAPE,s00838,"and again I hear These waters, rolling from their mountain-springs With a sweet inland murmur.--Once",2,boundary_error,mountain-,mountain-springs
,LANDSCAPE,LANDSCAPE,s00838,"and again I hear These waters, rolling from their mountain-springs With a sweet inland murmur.--Once",2,boundary_error,springs,mountain-springs
,WEATHER,WEATHER,s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",2,boundary_error,Sunbow,Sunbow's rays
,WEATHER,WEATHER,s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",2,boundary_error,rays,Sunbow's rays
,WEATHER,WEATHER,s00575,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",2,boundary_error,Sun’s,Sun
,WEATHER,WEATHER,s00575,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",2,boundary_error,Moon’,Moon
,FAUNA,FAUNA,s00738,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",2,boundary_error,sky,sky-lark
,FAUNA,FAUNA,s00738,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",2,boundary_error,-,sky-lark
,FAUNA,FAUNA,s00738,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",2,boundary_error,lark,sky-lark
,FAUNA,FAUNA,s00711,"Beyond the shadow of the ship, I watched the water-snakes: They moved in tracks of shining white, And when they reared, the elfish light Fell off in hoary flakes.",2,boundary_error,water,water-snakes
,LANDSCAPE,FAUNA,s00711,"Beyond the shadow of the ship, I watched the water-snakes: They moved in tracks of shining white, And when they reared, the elfish light Fell off in hoary flakes.",2,boundary_error,-,water-snakes
,FAUNA,FAUNA,s00711,"Beyond the shadow of the ship, I watched the water-snakes: They moved in tracks of shining white, And when they reared, the elfish light Fell off in hoary flakes.",2,boundary_error,snakes,water-snakes
sweat,WEATHER,,s00706,"The cold sweat melted from their limbs, Nor rot nor reek did they: The look with which they looked on me Had never passed away.",2,spurious,,
-,LANDSCAPE,,s00766,"All stood together on the deck, For a charnel-dungeon fitter: All fixed on me their stony eyes, That in the Moon did glitter.",2,spurious,,
dungeon,LANDSCAPE,,s00766,"All stood together on the deck, For a charnel-dungeon fitter: All fixed on me their stony eyes, That in the Moon did glitter.",2,spurious,,
lights,WEATHER,,s00035,"For this is Love's recess, where vain men's woes, And the world's waste, have driven him far from those, For 'tis his nature to advance or die; He stands not still, but or decays, or grows Into a boundless blessing, which may vie With the immortal lights, in its eternity! '",2,spurious,,
ground,LANDSCAPE,,s00421,"About two hours after this occurrence we heard the ground sea, and before night the ice broke and freed our ship.",2,spurious,,
Petersburgh,LANDSCAPE,,s00296,"I am already far north of London, and as I walk in the streets of Petersburgh, I feel a cold northern breeze play upon my cheeks, which braces my nerves and fills me with delight.",2,spurious,,
dewy,WEATHER,,s00028,"The morn is up again, the dewy morn, With breath all incense, and with cheek all bloom, Laughing the clouds away with playful scorn, And living as if earth contained no tomb,-- And glowing into day: we may resume The march of our existence: and thus I, Still on thy shores, fair Leman! may find room And food for meditation, nor pass by Much, that may give us pause, if pondered fittingly.",2,spurious,,
morn,WEATHER,,s00028,"The morn is up again, the dewy morn, With breath all incense, and with cheek all bloom, Laughing the clouds away with playful scorn, And living as if earth contained no tomb,-- And glowing into day: we may resume The march of our existence: and thus I, Still on thy shores, fair Leman! may find room And food for meditation, nor pass by Much, that may give us pause, if pondered fittingly.",2,spurious,,
balls,WEATHER,,s00705,"I closed my lids, and kept them close, And the balls like pulses beat; For the sky and the sea, and the sea and the sky Lay like a load on my weary eye, And the dead were at my feet.",2,spurious,,
pulses,WEATHER,,s00705,"I closed my lids, and kept them close, And the balls like pulses beat; For the sky and the sea, and the sea and the sky Lay like a load on my weary eye, And the dead were at my feet.",2,spurious,,
sea,LANDSCAPE,,s00705,"I closed my lids, and kept them close, And the balls like pulses beat; For the sky and the sea, and the sea and the sky Lay like a load on my weary eye, And the dead were at my feet.",2,spurious,,
sky,WEATHER,,s00705,"I closed my lids, and kept them close, And the balls like pulses beat; For the sky and the sea, and the sea and the sky Lay like a load on my weary eye, And the dead were at my feet.",2,spurious,,
branchless,FLORA,,s00085,"To be thus-- Grey-haired with anguish, like these blasted pines, Wrecks of a single winter, barkless, branchless,A blighted trunk upon a curséd root, Which but supplies a feeling to Decay-- And to be thus, eternally but thus, 70 Having been otherwise!",2,spurious,,
year,WEATHER,,s00547,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",2,spurious,,
dome,LANDSCAPE,,s00547,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",2,spurious,,
breath,WEATHER,,s00031,"by heavenly feet thy paths are trod,-- Undying Love's, who here ascends a throne To which the steps are mountains; where the god Is a pervading life and light,--so shown Not on those summits solely, nor alone In the still cave and forest; o'er the flower His eye is sparkling, and his breath hath blown, His soft and summer breath, whose tender power Passes the strength of storms in their most desolate hour.",2,spurious,,
daedal,LANDSCAPE,,s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",2,spurious,,
year,WEATHER,,s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",2,spurious,,
column,LANDSCAPE,,s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",2,spurious,,
jag,WEATHER,,s00727,"The thick black cloud was cleft, and still The Moon was at its side: Like waters shot from some high crag, The lightning fell with never a jag, A river steep and wide.",2,spurious,,
zone,WEATHER,,s00575,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",2,spurious,,
pearl,WEATHER,,s00575,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",2,spurious,,
dome,LANDSCAPE,,s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",2,spurious,,
pyramid,LANDSCAPE,,s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",2,spurious,,
pinnacle,LANDSCAPE,,s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",2,spurious,,
city,LANDSCAPE,,s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",2,spurious,,
tower,LANDSCAPE,,s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",2,spurious,,
wall,LANDSCAPE,,s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",2,spurious,,
sulphury,WEATHER,,s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",2,spurious,,
Hell,LANDSCAPE,,s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",2,spurious,,
bar,LANDSCAPE,,s00687,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",2,spurious,,
elfish,FAUNA,,s00711,"Beyond the shadow of the ship, I watched the water-snakes: They moved in tracks of shining white, And when they reared, the elfish light Fell off in hoary flakes.",2,spurious,,
flakes,WEATHER,,s00711,"Beyond the shadow of the ship, I watched the water-snakes: They moved in tracks of shining white, And when they reared, the elfish light Fell off in hoary flakes.",2,spurious,,
breath,,WEATHER,s00642,"Day after day, day after day, We stuck, nor breath nor motion; As idle as a painted ship Upon a painted ocean.",2,missed,,
Leman,,LANDSCAPE,s00028,"The morn is up again, the dewy morn, With breath all incense, and with cheek all bloom, Laughing the clouds away with playful scorn, And living as if earth contained no tomb,-- And glowing into day: we may resume The march of our existence: and thus I, Still on thy shores, fair Leman! may find room And food for meditation, nor pass by Much, that may give us pause, if pondered fittingly.",2,missed,,
ground,,LANDSCAPE,s00191,"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",2,missed,,
the god,,NATURE,s00031,"by heavenly feet thy paths are trod,-- Undying Love's, who here ascends a throne To which the steps are mountains; where the god Is a pervading life and light,--so shown Not on those summits solely, nor alone In the still cave and forest; o'er the flower His eye is sparkling, and his breath hath blown, His soft and summer breath, whose tender power Passes the strength of storms in their most desolate hour.",2,missed,,
courser,,FAUNA,s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",2,missed,,
OCEAN,,LANDSCAPE,s00757,"Still as a slave before his lord, The OCEAN hath no blast; His great bright eye most silently Up to the Moon is cast--",2,missed,,
light,,WEATHER,s00711,"Beyond the shadow of the ship, I watched the water-snakes: They moved in tracks of shining white, And when they reared, the elfish light Fell off in hoary flakes.",2,missed,,
drifts,LANDSCAPE,WEATHER,s00622,And through the drifts the snowy clifts Did send a dismal sheen: Nor shapes of men nor beasts we ken--,3,label_confusion,,
fields,FLORA,LANDSCAPE,s00872,"The sun above the mountain’s head, A freshening lustre mellow, Through all the long green fields has spread, His first sweet evening yellow.",3,label_confusion,,
roe,LANDSCAPE,FAUNA,s00848,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",3,label_confusion,,
buds,FLORA,FAUNA,s00545,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",3,label_confusion,,
woods,FLORA,LANDSCAPE,s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",3,label_confusion,,
woods,FLORA,LANDSCAPE,s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",3,label_confusion,,
,WEATHER,NATURE,s00142,Daughter of Air!,3,boundary_error,Air,Daughter of Air
,LANDSCAPE,LANDSCAPE,s00202,For some time I sat upon the rock that overlooks the sea of ice.,3,boundary_error,sea of,sea of ice
,WEATHER,LANDSCAPE,s00202,For some time I sat upon the rock that overlooks the sea of ice.,3,boundary_error,ice,sea of ice
,FLORA,FLORA,s00800,He kneels at morn and noon and eve-- He hath a cushion plump: It is the moss that wholly hides The rotted old oak-stump.,3,boundary_error,oak,oak-stump
,LANDSCAPE,FLORA,s00800,He kneels at morn and noon and eve-- He hath a cushion plump: It is the moss that wholly hides The rotted old oak-stump.,3,boundary_error,-,oak-stump
,FLORA,FLORA,s00800,He kneels at morn and noon and eve-- He hath a cushion plump: It is the moss that wholly hides The rotted old oak-stump.,3,boundary_error,stump,oak-stump
,LANDSCAPE,LANDSCAPE,s00872,"The sun above the mountain’s head, A freshening lustre mellow, Through all the long green fields has spread, His first sweet evening yellow.",3,boundary_error,mountain’s,mountain’s head
,LANDSCAPE,LANDSCAPE,s00872,"The sun above the mountain’s head, A freshening lustre mellow, Through all the long green fields has spread, His first sweet evening yellow.",3,boundary_error,head,mountain’s head
,LANDSCAPE,FLORA,s00079,"the note, The natural music of the mountain reed-- For here the patriarchal days are not A pastoral fable--pipes in the liberal air, 50 Mixed with the sweet bells of the sauntering herd;My soul would drink those echoes.",3,boundary_error,mountain reed,reed
,LANDSCAPE,NATURE,s00578,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",3,boundary_error,Earth,daughter of Earth and Water
,LANDSCAPE,NATURE,s00578,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",3,boundary_error,Water,daughter of Earth and Water
,WEATHER,NATURE,s00578,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",3,boundary_error,Sky,nursling of the Sky
,WEATHER,WEATHER,s00683,"The Sun's rim dips; the stars rush out: At one stride comes the dark; With far-heard whisper, o'er the sea.",3,boundary_error,Sun,Sun's rim
,LANDSCAPE,WEATHER,s00683,"The Sun's rim dips; the stars rush out: At one stride comes the dark; With far-heard whisper, o'er the sea.",3,boundary_error,'s,Sun's rim
,LANDSCAPE,WEATHER,s00683,"The Sun's rim dips; the stars rush out: At one stride comes the dark; With far-heard whisper, o'er the sea.",3,boundary_error,rim,Sun's rim
,LANDSCAPE,LANDSCAPE,s00008,"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",3,boundary_error,mountain-,mountain-coast
,LANDSCAPE,LANDSCAPE,s00008,"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",3,boundary_error,coast,mountain-coast
,WEATHER,WEATHER,s00545,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",3,boundary_error,West,West Wind
,WEATHER,WEATHER,s00545,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",3,boundary_error,Wind,West Wind
,WEATHER,NATURE,s00545,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",3,boundary_error,Spring,azure sister of the Spring
,NATURE,NATURE,s00545,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",3,boundary_error,Spirit,Wild Spirit
,LANDSCAPE,WEATHER,s00859,"Therefore let the moon Shine on thee in thy solitary walk; And let the misty mountain winds be free To blow against thee: and in after years, When these wild ecstasies shall be matured Into a sober pleasure, when thy mind Shall be a mansion for all lovely forms, Thy memory be as a dwelling-place For all sweet sounds and harmonies; Oh!",3,boundary_error,mountain,mountain winds
,WEATHER,WEATHER,s00859,"Therefore let the moon Shine on thee in thy solitary walk; And let the misty mountain winds be free To blow against thee: and in after years, When these wild ecstasies shall be matured Into a sober pleasure, when thy mind Shall be a mansion for all lovely forms, Thy memory be as a dwelling-place For all sweet sounds and harmonies; Oh!",3,boundary_error,winds,mountain winds
season,WEATHER,,s00376,"The winter has been dreadfully severe, but the spring promises well, and it is considered as a remarkably early season, so that perhaps I may sail sooner than I expected.",3,spurious,,
prow,LANDSCAPE,,s00620,"With sloping masts and dipping prow, As who pursued with yell and blow Still treads the shadow of his foe And forward bends his head, The ship drove fast, loud roared the blast, And southward aye we fled.",3,spurious,,
tide,LANDSCAPE,,s00667,"Hither to work us weal; Without a breeze, without a tide, She steadies with upright keel!",3,spurious,,
starry,WEATHER,,s00496,"The starry sky, the sea, and every sight afforded by these wonderful regions seem still to have the power of elevating his soul from earth.",3,spurious,,
regions,LANDSCAPE,,s00496,"The starry sky, the sea, and every sight afforded by these wonderful regions seem still to have the power of elevating his soul from earth.",3,spurious,,
earth,LANDSCAPE,,s00496,"The starry sky, the sea, and every sight afforded by these wonderful regions seem still to have the power of elevating his soul from earth.",3,spurious,,
spirit,NATURE,,s00169,"Yet in this hour I dread the thing I dare: Until this hour I never shrunk to gaze 200 On spirit, good or evil--now I tremble, And feel a strange cold thaw upon my heart.",3,spurious,,
morn,WEATHER,,s00800,He kneels at morn and noon and eve-- He hath a cushion plump: It is the moss that wholly hides The rotted old oak-stump.,3,spurious,,
