sentence_id,sentence_text,target_span,entity_type,source,dep,dep_gloss,governing_verb
s00395,"We have already reached a very high latitude; but it is the height of summer, and although not so warm as in England, the southern gales, which blow us speedily towards those shores which I so ardently desire to attain, breathe a degree of renovating warmth which I had not expected.",shores,LANDSCAPE,gold,pobj,Object of Preposition,towards
s00395,"We have already reached a very high latitude; but it is the height of summer, and although not so warm as in England, the southern gales, which blow us speedily towards those shores which I so ardently desire to attain, breathe a degree of renovating warmth which I had not expected.",summer,WEATHER,gold,pobj,Object of Preposition,of
s00813,"Under the water it rumbled on, Still louder and more dread: It reached the ship, it split the bay; The ship went down like lead.",water,LANDSCAPE,gold,pobj,Object of Preposition,under
s00813,"Under the water it rumbled on, Still louder and more dread: It reached the ship, it split the bay; The ship went down like lead.",bay,LANDSCAPE,gold,dobj,Direct Object (action done to it),split
s00635,"And I had done an hellish thing, And it would work 'em woe: For all averred, I had killed the bird That made the breeze to blow.",bird,FAUNA,gold,dobj,Direct Object (action done to it),kill
s00635,"And I had done an hellish thing, And it would work 'em woe: For all averred, I had killed the bird That made the breeze to blow.",breeze,WEATHER,gold,nsubj,Active Subject (doing the action),blow
s00877,"One impulse from a vernal wood May teach you more of man; Of moral evil and of good, Than all the sages can.",wood,FLORA,gold,pobj,Object of Preposition,from
s00527,"For the very spirit fails, Driven like a homeless cloud from steep to steep That vanishes among the viewless gales!",cloud,WEATHER,gold,pobj,Object of Preposition,like
s00527,"For the very spirit fails, Driven like a homeless cloud from steep to steep That vanishes among the viewless gales!",steep,LANDSCAPE,gold,amod,Other (amod),from
s00527,"For the very spirit fails, Driven like a homeless cloud from steep to steep That vanishes among the viewless gales!",gales,WEATHER,gold,pobj,Object of Preposition,among
s00413,"We accordingly lay to, hoping that some change would take place in the atmosphere and weather.",weather,WEATHER,gold,conj,Conjoined Element (shares role with another entity),atmosphere
s00413,"We accordingly lay to, hoping that some change would take place in the atmosphere and weather.",atmosphere,WEATHER,gold,pobj,Object of Preposition,in
s00020,"And now again 'tis black,--and now, the glee Of the loud hills shakes with its mountain-mirth, As if they did rejoice o'er a young earthquake's birth.",hills,LANDSCAPE,gold,pobj,Object of Preposition,of
s00020,"And now again 'tis black,--and now, the glee Of the loud hills shakes with its mountain-mirth, As if they did rejoice o'er a young earthquake's birth.",earthquake,LANDSCAPE,gold,poss,Other (poss),birth
s00770,"But soon there breathed a wind on me, Nor sound nor motion made: Its path was not upon the sea, In ripple or in shade.",wind,WEATHER,gold,dobj,Direct Object (action done to it),breathe
s00770,"But soon there breathed a wind on me, Nor sound nor motion made: Its path was not upon the sea, In ripple or in shade.",ripple,LANDSCAPE,gold,pobj,Object of Preposition,in
s00770,"But soon there breathed a wind on me, Nor sound nor motion made: Its path was not upon the sea, In ripple or in shade.",sea,LANDSCAPE,gold,pobj,Object of Preposition,upon
s00638,"'Twas right, said they, such birds to slay, That bring the fog and mist.",birds,FAUNA,gold,nsubj,Active Subject (doing the action),say
s00638,"'Twas right, said they, such birds to slay, That bring the fog and mist.",fog,WEATHER,gold,dobj,Direct Object (action done to it),bring
s00638,"'Twas right, said they, such birds to slay, That bring the fog and mist.",mist,WEATHER,gold,conj,Conjoined Element (shares role with another entity),fog
s00640,"Down dropt the breeze, the sails dropt down, 'Twas sad as sad could be; And we did speak only to break The silence of the sea!",breeze,WEATHER,gold,nsubj,Active Subject (doing the action),dropt
s00640,"Down dropt the breeze, the sails dropt down, 'Twas sad as sad could be; And we did speak only to break The silence of the sea!",sea,LANDSCAPE,gold,pobj,Object of Preposition,of
s00833,"He prayeth well, who loveth well Both man and bird and beast.",bird,FAUNA,gold,conj,Conjoined Element (shares role with another entity),man
s00833,"He prayeth well, who loveth well Both man and bird and beast.",beast,FAUNA,gold,conj,Conjoined Element (shares role with another entity),bird
s00861,"Nor, perchance, If I should be, where I no more can hear Thy voice, nor catch from thy wild eyes these gleams Of past existence, wilt thou then forget That on the banks of this delightful stream We stood together; and that I, so long A worshipper of Nature, hither came, Unwearied in that service: rather say With warmer love, oh!",banks,LANDSCAPE,gold,pobj,Object of Preposition,on
s00861,"Nor, perchance, If I should be, where I no more can hear Thy voice, nor catch from thy wild eyes these gleams Of past existence, wilt thou then forget That on the banks of this delightful stream We stood together; and that I, so long A worshipper of Nature, hither came, Unwearied in that service: rather say With warmer love, oh!",stream,LANDSCAPE,gold,pobj,Object of Preposition,of
s00861,"Nor, perchance, If I should be, where I no more can hear Thy voice, nor catch from thy wild eyes these gleams Of past existence, wilt thou then forget That on the banks of this delightful stream We stood together; and that I, so long A worshipper of Nature, hither came, Unwearied in that service: rather say With warmer love, oh!",Nature,NATURE,gold,pobj,Object of Preposition,of
s00715,"The self same moment I could pray; And from my neck so free The Albatross fell off, and sank Like lead into the sea.",Albatross,FAUNA,gold,nsubj,Active Subject (doing the action),fall
s00715,"The self same moment I could pray; And from my neck so free The Albatross fell off, and sank Like lead into the sea.",sea,LANDSCAPE,gold,pobj,Object of Preposition,into
s00564,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",dews,WEATHER,gold,nsubj,Active Subject (doing the action),shake
s00564,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",sun,WEATHER,gold,pobj,Object of Preposition,about
s00564,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",buds,FLORA,gold,dobj,Direct Object (action done to it),waken
s00564,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",mother,NATURE,gold,poss,Other (poss),breast
s00103,"The clouds grow thicker----there--now lean on me-- Place your foot here--here, take this staff, and cling A moment to that shrub--now give me your hand, And hold fast by my girdle--softly--well-- 120",clouds,WEATHER,gold,nsubj,Active Subject (doing the action),grow
s00103,"The clouds grow thicker----there--now lean on me-- Place your foot here--here, take this staff, and cling A moment to that shrub--now give me your hand, And hold fast by my girdle--softly--well-- 120",shrub,FLORA,gold,pobj,Object of Preposition,to
s00079,"the note, The natural music of the mountain reed-- For here the patriarchal days are not A pastoral fable--pipes in the liberal air, 50 Mixed with the sweet bells of the sauntering herd;My soul would drink those echoes.",air,WEATHER,gold,pobj,Object of Preposition,in
s00079,"the note, The natural music of the mountain reed-- For here the patriarchal days are not A pastoral fable--pipes in the liberal air, 50 Mixed with the sweet bells of the sauntering herd;My soul would drink those echoes.",herd,FAUNA,gold,appos,Appositive,note
s00079,"the note, The natural music of the mountain reed-- For here the patriarchal days are not A pastoral fable--pipes in the liberal air, 50 Mixed with the sweet bells of the sauntering herd;My soul would drink those echoes.",reed,FLORA,gold,pobj,Object of Preposition,of
s00614,"The Sun came up upon the left, Out of the sea came he!",Sun,WEATHER,gold,nsubj,Active Subject (doing the action),come
s00614,"The Sun came up upon the left, Out of the sea came he!",sea,LANDSCAPE,gold,pobj,Object of Preposition,of
s00322,"I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.",North Sea,LANDSCAPE,gold,pobj,Object of Preposition,to
s00589,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",glow-worm,FAUNA,gold,pobj,Object of Preposition,like
s00589,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",dell,LANDSCAPE,gold,pobj,Object of Preposition,in
s00589,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",dew,WEATHER,gold,pobj,Object of Preposition,of
s00589,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",flowers,FLORA,gold,pobj,Object of Preposition,among
s00589,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",grass,FLORA,gold,conj,Conjoined Element (shares role with another entity),flower
s00574,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",rivers,LANDSCAPE,gold,pobj,Object of Preposition,till
s00574,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",lakes,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),river
s00574,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",seas,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),lake
s00574,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",sky,WEATHER,gold,pobj,Object of Preposition,of
s00574,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",moon,WEATHER,gold,pobj,Object of Preposition,with
s00191,"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",avalanche,LANDSCAPE,gold,pobj,Object of Preposition,of
s00191,"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",trees,FLORA,gold,nsubj,Active Subject (doing the action),lie
s00191,"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",ground,LANDSCAPE,gold,pobj,Object of Preposition,on
s00191,"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",rocks,LANDSCAPE,gold,pobj,Object of Preposition,upon
s00191,"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",mountain,LANDSCAPE,gold,pobj,Object of Preposition,of
s00191,"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",trees,FLORA,gold,pobj,Object of Preposition,upon
s00072,"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",crags,LANDSCAPE,gold,appos,Appositive,you
s00072,"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",torrent's brink,LANDSCAPE,gold,pobj,Object of Preposition,on
s00072,"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",pines,FLORA,gold,nsubj,Active Subject (doing the action),bring
s00072,"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",shrubs,FLORA,gold,pobj,Object of Preposition,to
s00848,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",hills,LANDSCAPE,gold,pobj,Object of Preposition,among
s00848,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",roe,FAUNA,gold,pobj,Object of Preposition,like
s00848,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",mountains,LANDSCAPE,gold,pobj,Object of Preposition,o’er
s00848,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",rivers,LANDSCAPE,gold,pobj,Object of Preposition,of
s00848,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",streams,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),side
s00848,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",nature,NATURE,gold,nsubj,Active Subject (doing the action),lead
s00578,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",daughter of Earth and Water,NATURE,gold,attr,Attribute (X is a Y),be
s00578,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",ocean,LANDSCAPE,gold,pobj,Object of Preposition,of
s00578,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",shores,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),ocean
s00578,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",nursling of the Sky,NATURE,gold,conj,Conjoined Element (shares role with another entity),Earth
s00549,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",Atlantic,LANDSCAPE,gold,poss,Other (poss),power
s00549,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",chasms,LANDSCAPE,gold,pobj,Object of Preposition,into
s00549,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",sea-blooms,FLORA,gold,dobj,Direct Object (action done to it),cleave
s00549,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",woods,FLORA,gold,conj,Conjoined Element (shares role with another entity),bloom
s00549,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",foliage,FLORA,gold,dobj,Direct Object (action done to it),wear
s00549,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",ocean,LANDSCAPE,gold,pobj,Object of Preposition,of
s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",hurricane,WEATHER,gold,pobj,Object of Preposition,with
s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",fire,WEATHER,gold,conj,Conjoined Element (shares role with another entity),hurricane
s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",snow,WEATHER,gold,conj,Conjoined Element (shares role with another entity),fire
s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",Powers of the air,NATURE,gold,nsubjpass,Passive Subject (action done to it),chain
s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",sphere-fire,WEATHER,gold,nsubj,Active Subject (doing the action),wove
s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",Earth,LANDSCAPE,gold,nsubj,Active Subject (doing the action),laugh
s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",bow,WEATHER,gold,attr,Attribute (X is a Y),be
s00854,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",suns,WEATHER,gold,pobj,Object of Preposition,of
s00854,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",presence,NATURE,gold,dobj,Direct Object (action done to it),feel
s00854,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",ocean,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),light
s00854,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",air,WEATHER,gold,conj,Conjoined Element (shares role with another entity),ocean
s00854,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",sky,WEATHER,gold,conj,Conjoined Element (shares role with another entity),air
s00854,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",spirit,NATURE,gold,conj,Conjoined Element (shares role with another entity),motion
s00854,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",light,WEATHER,gold,attr,Attribute (X is a Y),be
s00588,From rainbow clouds there flow not Drops so bright to see As from thy presence showers a rain of melody.,clouds,WEATHER,gold,pobj,Object of Preposition,from
s00588,From rainbow clouds there flow not Drops so bright to see As from thy presence showers a rain of melody.,Drops,WEATHER,gold,nsubj,Active Subject (doing the action),flow
s00588,From rainbow clouds there flow not Drops so bright to see As from thy presence showers a rain of melody.,rain,WEATHER,gold,nsubj,Active Subject (doing the action),shower
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",Sky,WEATHER,gold,dep,Other (dep),lightning
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",mountains,LANDSCAPE,gold,appos,Appositive,sky
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",river,LANDSCAPE,gold,appos,Appositive,sky
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",winds,WEATHER,gold,appos,Appositive,sky
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",lake,LANDSCAPE,gold,appos,Appositive,sky
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",lightnings,WEATHER,gold,ROOT,Root of the sentence,lightning
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",night,WEATHER,gold,pobj,Object of Preposition,with
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",clouds,WEATHER,gold,conj,Conjoined Element (shares role with another entity),night
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",thunder,WEATHER,gold,conj,Conjoined Element (shares role with another entity),cloud
s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",soul,NATURE,gold,conj,Conjoined Element (shares role with another entity),thunder
s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",hedge-rows,FLORA,gold,dobj,Direct Object (action done to it),see
s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",wood,FLORA,gold,pobj,Object of Preposition,of
s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",smoke,WEATHER,gold,pobj,Object of Preposition,of
s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",trees,FLORA,gold,pobj,Object of Preposition,among
s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",woods,FLORA,gold,pobj,Object of Preposition,in
s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",cave,LANDSCAPE,gold,pobj,Object of Preposition,of
s00030,"Thine air is the young breath of passionate thought; Thy trees take root in love; the snows above The very glaciers have his colours caught, And sunset into rose-hues sees them wrought By rays which sleep there lovingly: the rocks, The permanent crags, tell here of Love, who sought In them a refuge from the worldly shocks, Which stir and sting the soul with hope that woos, then mocks.",air,WEATHER,gold,nsubj,Active Subject (doing the action),be
s00030,"Thine air is the young breath of passionate thought; Thy trees take root in love; the snows above The very glaciers have his colours caught, And sunset into rose-hues sees them wrought By rays which sleep there lovingly: the rocks, The permanent crags, tell here of Love, who sought In them a refuge from the worldly shocks, Which stir and sting the soul with hope that woos, then mocks.",trees,FLORA,gold,nsubj,Active Subject (doing the action),take
s00030,"Thine air is the young breath of passionate thought; Thy trees take root in love; the snows above The very glaciers have his colours caught, And sunset into rose-hues sees them wrought By rays which sleep there lovingly: the rocks, The permanent crags, tell here of Love, who sought In them a refuge from the worldly shocks, Which stir and sting the soul with hope that woos, then mocks.",snows,WEATHER,gold,dep,Other (dep),tell
s00030,"Thine air is the young breath of passionate thought; Thy trees take root in love; the snows above The very glaciers have his colours caught, And sunset into rose-hues sees them wrought By rays which sleep there lovingly: the rocks, The permanent crags, tell here of Love, who sought In them a refuge from the worldly shocks, Which stir and sting the soul with hope that woos, then mocks.",glaciers,LANDSCAPE,gold,nsubj,Active Subject (doing the action),have
s00030,"Thine air is the young breath of passionate thought; Thy trees take root in love; the snows above The very glaciers have his colours caught, And sunset into rose-hues sees them wrought By rays which sleep there lovingly: the rocks, The permanent crags, tell here of Love, who sought In them a refuge from the worldly shocks, Which stir and sting the soul with hope that woos, then mocks.",sunset,WEATHER,gold,nsubj,Active Subject (doing the action),see
s00030,"Thine air is the young breath of passionate thought; Thy trees take root in love; the snows above The very glaciers have his colours caught, And sunset into rose-hues sees them wrought By rays which sleep there lovingly: the rocks, The permanent crags, tell here of Love, who sought In them a refuge from the worldly shocks, Which stir and sting the soul with hope that woos, then mocks.",rocks,LANDSCAPE,gold,nsubj,Active Subject (doing the action),tell
