sentence_id,author,work,sentence_text,band,n_candidates,candidate_words,target_span,start_char,end_char,entity_type,is_figurative,lemma,notes
s00855,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Therefore am I still A lover of the meadows and the woods, And mountains; and of all that we behold From this green earth; of all the mighty world Of eye and ear, both what they half-create,And what perceive; well pleased to recognize In nature and the language of the sense, The anchor of my purest thoughts, the nurse, The guide, the guardian of my heart, and soul Of all my moral being.",,,,mountains,63,72,LANDSCAPE,False,mountain,
s00855,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Therefore am I still A lover of the meadows and the woods, And mountains; and of all that we behold From this green earth; of all the mighty world Of eye and ear, both what they half-create,And what perceive; well pleased to recognize In nature and the language of the sense, The anchor of my purest thoughts, the nurse, The guide, the guardian of my heart, and soul Of all my moral being.",,,,earth,116,121,LANDSCAPE,False,earth,
s00855,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Therefore am I still A lover of the meadows and the woods, And mountains; and of all that we behold From this green earth; of all the mighty world Of eye and ear, both what they half-create,And what perceive; well pleased to recognize In nature and the language of the sense, The anchor of my purest thoughts, the nurse, The guide, the guardian of my heart, and soul Of all my moral being.",,,,nature,238,244,NATURE,False,nature,
s00741,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"It ceased; yet still the sails made on A pleasant noise till noon, A noise like of a hidden brook In the leafy month of June, That to the sleeping woods all night Singeth a quiet tune.",band_2,2,brook; wood,brook,92,97,LANDSCAPE,True,brook,
s00741,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"It ceased; yet still the sails made on A pleasant noise till noon, A noise like of a hidden brook In the leafy month of June, That to the sleeping woods all night Singeth a quiet tune.",,,,woods,147,152,FLORA,False,wood,
s00193,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The pines are not tall or luxuriant, but they are sombre and add an air of severity to the scene.",band_2,2,air; pine,pines,4,9,FLORA,False,pine,
s00426,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Only one dog remained alive; but there was a human being within it whom the sailors were persuading to enter the vessel.,band_2,2,dog; human being,dog,9,12,FAUNA,False,dog,
s00570,Percy Shelley,The Cloud,"And when Sunset may breathe, from the lit sea beneath, Its ardours of rest and of love, And the crimson pall of eve may fall From the depth of Heaven above.",band_2,2,sea; sunset,Sunset,9,15,WEATHER,False,sunset,
s00570,Percy Shelley,The Cloud,"And when Sunset may breathe, from the lit sea beneath, Its ardours of rest and of love, And the crimson pall of eve may fall From the depth of Heaven above.",,,,Heaven,143,149,WEATHER,False,heaven,
s00570,Percy Shelley,The Cloud,"And when Sunset may breathe, from the lit sea beneath, Its ardours of rest and of love, And the crimson pall of eve may fall From the depth of Heaven above.",,,,eve,112,115,WEATHER,False,eve,
s00570,Percy Shelley,The Cloud,"And when Sunset may breathe, from the lit sea beneath, Its ardours of rest and of love, And the crimson pall of eve may fall From the depth of Heaven above.",,,,sea,42,45,LANDSCAPE,False,sea,
s00593,Percy Shelley,To a Skylark,"What fields, or waves, or mountains?",band_2,2,mountain; wave,fields,5,11,LANDSCAPE,False,field,
s00593,Percy Shelley,To a Skylark,"What fields, or waves, or mountains?",,,,waves,16,21,LANDSCAPE,False,wave,
s00593,Percy Shelley,To a Skylark,"What fields, or waves, or mountains?",,,,mountains,26,35,LANDSCAPE,False,mountain,
s00688,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"One after one, by the star-dogged Moon Too quick for groan or sigh, Each turned his face with a ghastly pang, And cursed me with his eye.",band_2,2,moon; star,Moon,34,38,WEATHER,False,moon,
s00856,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor, perchance, If I were not thus taught, should I the more Suffer my genial spirits to decay: For thou art with me, here, upon the banks Of this fair river; thou, my dearest Friend, My dear, dear Friend, and in thy voice I catch The language of my former heart, and read My former pleasures in the shooting lights Of thy wild eyes.",band_2,2,bank; river,banks,133,138,LANDSCAPE,False,bank,
s00856,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor, perchance, If I were not thus taught, should I the more Suffer my genial spirits to decay: For thou art with me, here, upon the banks Of this fair river; thou, my dearest Friend, My dear, dear Friend, and in thy voice I catch The language of my former heart, and read My former pleasures in the shooting lights Of thy wild eyes.",,,,river,152,157,LANDSCAPE,False,river,
s00538,Percy Shelley,Mont Blanc,"The race Of man flies far in dread; his work and dwelling Vanish, like smoke before the tempest’s stream, And their place is not known.",band_2,2,stream; tempest,tempest,88,95,WEATHER,False,tempest,"Stream is a possessive attribute of the tempest's motion, not a naming construction."
s00760,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But why drives on that ship so fast, Without or wave or wind?",band_2,2,wave; wind,wave,48,52,LANDSCAPE,False,wave,
s00760,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But why drives on that ship so fast, Without or wave or wind?",,,,wind,56,60,WEATHER,False,wind,
s00572,Percy Shelley,The Cloud,"That orbed maiden with white fire laden, Whom mortals call the Moon, Glides glimmering o’er my fleece-like floor, By the midnight breezes strewn; And wherever the beat of her unseen feet, Which only the angels hear, May have broken the woof of my tent’s thin roof.",band_2,2,breeze; moon,Moon,63,67,WEATHER,False,moon,
s00572,Percy Shelley,The Cloud,"That orbed maiden with white fire laden, Whom mortals call the Moon, Glides glimmering o’er my fleece-like floor, By the midnight breezes strewn; And wherever the beat of her unseen feet, Which only the angels hear, May have broken the woof of my tent’s thin roof.",,,,breezes,130,137,WEATHER,False,breeze,
s00781,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And on the bay the moonlight lay, And the shadow of the moon.",band_2,2,bay; moon,bay,11,14,LANDSCAPE,False,bay,
s00781,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And on the bay the moonlight lay, And the shadow of the moon.",,,,moonlight,19,28,WEATHER,False,moonlight,
s00781,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And on the bay the moonlight lay, And the shadow of the moon.",,,,moon,56,60,WEATHER,False,moon,
s00283,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The sun is yet high in the heavens; before it descends to hide itself behind your snowy precipices and illuminate another world, you will have heard my story and can decide.",band_2,2,precipice; sun,sun,4,7,WEATHER,False,sun,
s00283,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The sun is yet high in the heavens; before it descends to hide itself behind your snowy precipices and illuminate another world, you will have heard my story and can decide.",,,,heavens,27,34,WEATHER,False,heaven,"Here, the literal sky (where the sun visibly sits), not in a religious sense."
s00283,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The sun is yet high in the heavens; before it descends to hide itself behind your snowy precipices and illuminate another world, you will have heard my story and can decide.",,,,precipices,88,98,LANDSCAPE,False,precipice,
s00257,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),The desert mountains and dreary glaciers are my refuge.,band_2,2,glacier; mountain,mountains,11,20,LANDSCAPE,False,mountain,
s00257,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),The desert mountains and dreary glaciers are my refuge.,,,,glaciers,32,40,LANDSCAPE,False,glacier,
s00395,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We have already reached a very high latitude; but it is the height of summer, and although not so warm as in England, the southern gales, which blow us speedily towards those shores which I so ardently desire to attain, breathe a degree of renovating warmth which I had not expected.",band_2,2,gale; shore,gales,131,136,WEATHER,False,gale,
s00395,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We have already reached a very high latitude; but it is the height of summer, and although not so warm as in England, the southern gales, which blow us speedily towards those shores which I so ardently desire to attain, breathe a degree of renovating warmth which I had not expected.",,,,shores,175,181,LANDSCAPE,False,shore,
s00395,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We have already reached a very high latitude; but it is the height of summer, and although not so warm as in England, the southern gales, which blow us speedily towards those shores which I so ardently desire to attain, breathe a degree of renovating warmth which I had not expected.",,,,summer,70,76,WEATHER,False,summer,
s00813,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Under the water it rumbled on, Still louder and more dread: It reached the ship, it split the bay; The ship went down like lead.",band_2,2,bay; water,water,10,15,LANDSCAPE,False,water,
s00813,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Under the water it rumbled on, Still louder and more dread: It reached the ship, it split the bay; The ship went down like lead.",,,,bay,94,97,LANDSCAPE,False,bay,
s00318,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"But just at that time I inherited the fortune of my cousin, and my thoughts were turned into the channel of their earlier bent.",band_2,2,bent; channel,,,,,,,
s00635,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And I had done an hellish thing, And it would work 'em woe: For all averred, I had killed the bird That made the breeze to blow.",band_2,2,bird; breeze,bird,94,98,FAUNA,False,bird,
s00635,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And I had done an hellish thing, And it would work 'em woe: For all averred, I had killed the bird That made the breeze to blow.",,,,breeze,113,119,WEATHER,False,breeze,
s00163,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I have one resource Still in my science--I can call the dead, And ask them what it is we dread to be: The sternest answer can but be the Grave, And that is nothing: if they answer not-- 180 The buried Prophet answered to the Hag Of Endor; and the Spartan Monarch drew From the Byzantine maid's unsleeping spirit An answer and his destiny--he slew That which he loved, unknowing what he slew, And died unpardoned--though he called in aid The Phyxian Jove, and in Phigalia roused The Arcadian Evocators to compel The indignant shadow to depose her wrath, Or fix her term of vengeance--she replied 190",band_2,2,hag; monarch,,,,,,,"The passage is dense with supernatural/personified figures (a dead woman's ghost, a classical deity, mythological evocators) but none pass the domain-specificity test for NATURE, since they are not nature-force."
s00877,William Wordsworth,The Tables Turned,"One impulse from a vernal wood May teach you more of man; Of moral evil and of good, Than all the sages can.",band_2,2,sage; wood,wood,26,30,FLORA,False,wood,"Here, sages refer to philosophers/scholars not the plants."
s00527,Percy Shelley,Mont Blanc,"For the very spirit fails, Driven like a homeless cloud from steep to steep That vanishes among the viewless gales!",band_2,2,cloud; gale,cloud,50,55,WEATHER,False,cloud,
s00527,Percy Shelley,Mont Blanc,"For the very spirit fails, Driven like a homeless cloud from steep to steep That vanishes among the viewless gales!",,,,steep,61,66,LANDSCAPE,False,steep,
s00527,Percy Shelley,Mont Blanc,"For the very spirit fails, Driven like a homeless cloud from steep to steep That vanishes among the viewless gales!",,,,gales,109,114,WEATHER,False,gale,
s00413,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We accordingly lay to, hoping that some change would take place in the atmosphere and weather.",band_2,2,atmosphere; weather,weather,86,93,WEATHER,False,weather,
s00413,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We accordingly lay to, hoping that some change would take place in the atmosphere and weather.",,,,atmosphere,71,81,WEATHER,False,atmosphere,
s00020,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"And now again 'tis black,--and now, the glee Of the loud hills shakes with its mountain-mirth, As if they did rejoice o'er a young earthquake's birth.",band_2,2,hill; mountain,hills,57,62,LANDSCAPE,False,hill,
s00020,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"And now again 'tis black,--and now, the glee Of the loud hills shakes with its mountain-mirth, As if they did rejoice o'er a young earthquake's birth.",,,,earthquake,131,141,LANDSCAPE,True,earthquake,
s00770,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But soon there breathed a wind on me, Nor sound nor motion made: Its path was not upon the sea, In ripple or in shade.",band_2,2,sea; wind,wind,26,30,WEATHER,False,wind,
s00770,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But soon there breathed a wind on me, Nor sound nor motion made: Its path was not upon the sea, In ripple or in shade.",,,,ripple,99,105,LANDSCAPE,False,ripple,
s00770,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But soon there breathed a wind on me, Nor sound nor motion made: Its path was not upon the sea, In ripple or in shade.",,,,sea,91,94,LANDSCAPE,False,sea,
s00638,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"'Twas right, said they, such birds to slay, That bring the fog and mist.",band_2,2,bird; fog,birds,29,34,FAUNA,False,bird,
s00638,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"'Twas right, said they, such birds to slay, That bring the fog and mist.",,,,fog,59,62,WEATHER,False,fog,
s00638,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"'Twas right, said they, such birds to slay, That bring the fog and mist.",,,,mist,67,71,WEATHER,False,mist,
s00640,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Down dropt the breeze, the sails dropt down, 'Twas sad as sad could be; And we did speak only to break The silence of the sea!",band_2,2,breeze; sea,breeze,15,21,WEATHER,False,breeze,
s00640,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Down dropt the breeze, the sails dropt down, 'Twas sad as sad could be; And we did speak only to break The silence of the sea!",,,,sea,122,125,LANDSCAPE,False,sea,
s00833,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"He prayeth well, who loveth well Both man and bird and beast.",band_2,2,beast; bird,bird,46,50,FAUNA,False,bird,
s00833,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"He prayeth well, who loveth well Both man and bird and beast.",,,,beast,55,60,FAUNA,False,beast,
s00861,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor, perchance, If I should be, where I no more can hear Thy voice, nor catch from thy wild eyes these gleams Of past existence, wilt thou then forget That on the banks of this delightful stream We stood together; and that I, so long A worshipper of Nature, hither came, Unwearied in that service: rather say With warmer love, oh!",band_2,2,bank; stream,banks,163,168,LANDSCAPE,False,bank,
s00861,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor, perchance, If I should be, where I no more can hear Thy voice, nor catch from thy wild eyes these gleams Of past existence, wilt thou then forget That on the banks of this delightful stream We stood together; and that I, so long A worshipper of Nature, hither came, Unwearied in that service: rather say With warmer love, oh!",,,,stream,188,194,LANDSCAPE,False,stream,
s00861,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor, perchance, If I should be, where I no more can hear Thy voice, nor catch from thy wild eyes these gleams Of past existence, wilt thou then forget That on the banks of this delightful stream We stood together; and that I, so long A worshipper of Nature, hither came, Unwearied in that service: rather say With warmer love, oh!",,,,Nature,250,256,NATURE,False,nature,
s00715,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The self same moment I could pray; And from my neck so free The Albatross fell off, and sank Like lead into the sea.",band_2,2,albatross; sea,Albatross,64,73,FAUNA,False,albatross,
s00715,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The self same moment I could pray; And from my neck so free The Albatross fell off, and sank Like lead into the sea.",,,,sea,112,115,LANDSCAPE,False,sea,
s00564,Percy Shelley,The Cloud,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",band_2,2,dew; sun,dews,29,33,WEATHER,False,dew,
s00564,Percy Shelley,The Cloud,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",,,,sun,141,144,WEATHER,False,sun,
s00564,Percy Shelley,The Cloud,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",,,,buds,55,59,FLORA,False,bud,
s00564,Percy Shelley,The Cloud,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",,,,mother,100,106,NATURE,False,mother,"Mother = Earth, identifiable via ""she dances about the sun"" later in the same sentence. Tagged NATURE given the degree of personification (dancing, nurturing, maternal). "
s00103,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The clouds grow thicker----there--now lean on me-- Place your foot here--here, take this staff, and cling A moment to that shrub--now give me your hand, And hold fast by my girdle--softly--well-- 120",band_2,2,cloud; shrub,clouds,4,10,WEATHER,False,cloud,
s00103,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The clouds grow thicker----there--now lean on me-- Place your foot here--here, take this staff, and cling A moment to that shrub--now give me your hand, And hold fast by my girdle--softly--well-- 120",,,,shrub,123,128,FLORA,False,shrub,
s00079,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"the note, The natural music of the mountain reed-- For here the patriarchal days are not A pastoral fable--pipes in the liberal air, 50 Mixed with the sweet bells of the sauntering herd;My soul would drink those echoes.",band_2,2,air; mountain,air,128,131,WEATHER,False,air,
s00079,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"the note, The natural music of the mountain reed-- For here the patriarchal days are not A pastoral fable--pipes in the liberal air, 50 Mixed with the sweet bells of the sauntering herd;My soul would drink those echoes.",,,,herd,181,185,FAUNA,False,herd,
s00079,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"the note, The natural music of the mountain reed-- For here the patriarchal days are not A pastoral fable--pipes in the liberal air, 50 Mixed with the sweet bells of the sauntering herd;My soul would drink those echoes.",,,,reed,44,48,FLORA,False,reed,
s00614,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun came up upon the left, Out of the sea came he!",band_2,2,sea; sun,Sun,4,7,WEATHER,False,sun,
s00614,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun came up upon the left, Out of the sea came he!",,,,sea,42,45,LANDSCAPE,False,sea,
s00322,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.",band_3plus,4,branch; fisher; sea; whale,North Sea,62,71,LANDSCAPE,False,,"Here, cold is naming an endured sensation, not a depicted external condition -> rule for cold (and season/temperature words generally): tag when functioning as the grammatical subject/description of an actual ambient environmental condition. Do NOT tag when coordinated in a list of personal bodily-privation nouns alongside non-nature words like 'famine'/'thirst'/'hunger'"
s00589,Percy Shelley,To a Skylark,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",band_3plus,5,dell; dew; flower; grass; worm,glow-worm,289,298,FAUNA,True,,
s00589,Percy Shelley,To a Skylark,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",,,,dell,311,315,LANDSCAPE,True,dell,
s00589,Percy Shelley,To a Skylark,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",,,,dew,319,322,WEATHER,True,dew,
s00589,Percy Shelley,To a Skylark,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",,,,flowers,371,378,FLORA,True,flower,
s00589,Percy Shelley,To a Skylark,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",,,,grass,383,388,FLORA,True,grass,
s00574,Percy Shelley,The Cloud,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",band_3plus,5,lake; moon; river; sea; wind,rivers,59,65,LANDSCAPE,False,river,
s00574,Percy Shelley,The Cloud,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",,,,lakes,67,72,LANDSCAPE,False,lake,
s00574,Percy Shelley,The Cloud,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",,,,seas,78,82,LANDSCAPE,False,sea,
s00574,Percy Shelley,The Cloud,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",,,,sky,103,106,WEATHER,False,sky,
s00574,Percy Shelley,The Cloud,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",,,,moon,158,162,WEATHER,False,moon,
s00191,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",band_3plus,3,mountain; tree,avalanche,45,54,LANDSCAPE,False,avalanche,"Here, winter functions grammatically as a noun-as-adjective -> NO TAG"
s00191,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",,,,trees,79,84,FLORA,False,tree,
s00191,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",,,,ground,115,121,LANDSCAPE,False,ground,
s00191,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",,,,rocks,186,191,LANDSCAPE,False,rock,
s00191,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",,,,mountain,199,207,LANDSCAPE,False,mountain,
s00191,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",,,,trees,235,240,FLORA,False,tree,
s00072,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",band_3plus,5,bed; crag; pine; shrub; torrent,crags,12,17,LANDSCAPE,False,crag,"This scene's addressee is arguably the whole mountain, present throughout via synecdoche (crags, torrent, edge) without ever being named as a unified entity in the annotated text — a limitation of span-based NER, which can only capture explicit mentions, not implied/contextual presence established through stage directions that were stripped during corpus cleaning. -> useful for later tasks"
s00072,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",,,,torrent's brink,63,78,LANDSCAPE,False,,
s00072,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",,,,pines,103,108,FLORA,False,pine,
s00072,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",,,,shrubs,124,130,FLORA,True,shrub,
s00848,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",band_3plus,4,hill; mountain; river; stream,hills,95,100,LANDSCAPE,False,hill,
s00848,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",,,,roe,114,117,FAUNA,True,roe,"Here, roe-deer sense: the archaic poetic usage is well-attested and unambiguous // The poem treats nature as an active, guiding, almost companionate presence throughout, not just in isolated lines."
s00848,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",,,,mountains,137,146,LANDSCAPE,False,mountain,
s00848,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",,,,rivers,173,179,LANDSCAPE,False,river,
s00848,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",,,,streams,196,203,LANDSCAPE,False,stream,
s00848,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",,,,nature,214,220,NATURE,False,nature,
s00578,Percy Shelley,The Cloud,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",band_3plus,3,ocean; shore; water,daughter of Earth and Water,9,36,NATURE,False,,"Here, the Cloud names herself directly (""daughter of Earth and Water,"" ""nursling of the Sky"" — tagged as two NATURE epithets). Throughout the the poem she speaks only as ""I,"" which stays untagged (pronoun, no separate noun mention) — so this sentence is the one place her identity is actually anchored in the annotated text."
s00578,Percy Shelley,The Cloud,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",,,,ocean,99,104,LANDSCAPE,False,ocean,
s00578,Percy Shelley,The Cloud,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",,,,shores,109,115,LANDSCAPE,False,shore,
s00578,Percy Shelley,The Cloud,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",,,,nursling of the Sky,46,65,NATURE,False,,
