sentence_id,author,work,sentence_text,band,n_candidates,candidate_words,target_span,start_char,end_char,entity_type,is_figurative,lemma
s00311,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),I have read with ardour the accounts of the various voyages which have been made in the prospect of arriving at the North Pacific Ocean through the seas which surround the pole.,band_2,2,ocean; sea,,,,,,
s00797,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,This Hermit good lives in that wood Which slopes down to the sea.,band_2,2,sea; wood,,,,,,
s00015,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Not from one lone cloud, But every mountain now hath found a tongue; And Jura answers, through her misty shroud, Back to the joyous Alps, who call to her aloud!",band_2,2,cloud; mountain,,,,,,
s00573,Percy Shelley,The Cloud,"The stars peep behind her and peer; And I laugh to see them whirl and flee, Like a swarm of golden bees.",band_2,2,bee; star,,,,,,
s00751,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"""The spirit who bideth by himself In the land of mist and snow, He loved the bird that loved the man Who shot him with his bow.""",band_2,2,bird; snow,,,,,,
s00028,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"The morn is up again, the dewy morn, With breath all incense, and with cheek all bloom, Laughing the clouds away with playful scorn, And living as if earth contained no tomb,-- And glowing into day: we may resume The march of our existence: and thus I, Still on thy shores, fair Leman! may find room And food for meditation, nor pass by Much, that may give us pause, if pondered fittingly.",band_2,2,cloud; shore,,,,,,
s00083,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Who seems not of my trade, and yet hath reached 60 A height which none even of our mountaineers, Save our best hunters, may attain: his garb Is goodly, his mien manly, and his air Proud as a free-born peasant's, at this distance: I will approach him nearer.",band_2,2,air; trade,,,,,,
s00729,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Beneath the lightning and the Moon The dead men gave a groan.,band_2,2,lightning; moon,,,,,,
s00380,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I am going to unexplored regions, to “the land of mist and snow,” but I shall kill no albatross; therefore do not be alarmed for my safety or if I should come back to you as worn and woeful as the “Ancient Mariner.”",band_2,2,albatross; snow,,,,,,
s00709,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The moving Moon went up the sky, And no where did abide: Softly she was going up, And a star or two beside.",band_2,2,moon; star,,,,,,
s00670,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And straight the Sun was flecked with bars, (Heaven's Mother send us grace!)",band_2,2,bar; sun,,,,,,
s00639,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The fair breeze blew, the white foam flew, The furrow followed free: We were the first that ever burst Into that silent sea.",band_2,2,breeze; sea,,,,,,
s00840,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"The day is come when I again repose Here, under this dark sycamore, and view These plots of cottage-ground, these orchard-tufts, Which, at this season, with their unripe fruits, Among the woods and copses lose themselves, Nor, with their green and simple hue, disturb The wild green landscape.",band_2,2,sycamore; wood,,,,,,
s00205,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The surface is very uneven, rising like the waves of a troubled sea, descending low, and interspersed by rifts that sink deep.",band_2,2,sea; wave,,,,,,
s00039,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"The one was fire and fickleness, a child Most mutable in wishes, but in mind A wit as various,--gay, grave, sage, or wild,-- Historian, bard, philosopher combined: He multiplied himself among mankind, The Proteus of their talents: But his own Breathed most in ridicule,--which, as the wind, Blew where it listed, laying all things prone,-- Now to o'erthrow a fool, and now to shake a throne.",band_2,2,sage; wind,,,,,,
s00705,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I closed my lids, and kept them close, And the balls like pulses beat; For the sky and the sea, and the sea and the sky Lay like a load on my weary eye, And the dead were at my feet.",band_2,2,sea,,,,,,
s00562,Percy Shelley,Ode to the West Wind,"O, Wind, If Winter comes, can Spring be far behind?",band_2,2,spring; wind,,,,,,
s00066,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"O'er the sea, And from the mountains where I now respire, Fain would I waft such blessing upon thee, As, with a sigh, I deem thou mightst have been to me!",band_2,2,mountain; sea,,,,,,
s00710,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Her beams bemocked the sultry main, Like April hoar-frost spread; But where the ship's huge shadow lay, The charmed water burnt alway A still and awful red.",band_2,2,frost; water,,,,,,
s00625,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"At length did cross an Albatross: Thorough the fog it came; As if it had been a Christian soul, We hailed it in God's name.",band_2,2,albatross; fog,,,,,,
s00536,Percy Shelley,Mont Blanc,"Yet not a city, but a flood of ruin Is there, that from the boundaries of the sky Rolls its perpetual stream; vast pines are strewing Its destined path, or in the mangled soil Branchless and shattered stand; the rocks, drawn down From yon remotest waste, have overthrown The limits of the dead and living world, Never to be reclaimed.",band_2,2,pine; stream,,,,,,
s00043,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"The clouds above me to the white Alps tend, And I must pierce them, and survey whate'er May be permitted, as my steps I bend To their most great and growing region, where The earth to her embrace compels the powers of air.",band_2,2,air; cloud,,,,,,
s00544,Percy Shelley,Mont Blanc,"And what were thou, and earth, and stars, and sea, If to the human mind’s imaginings Silence and solitude were vacancy?",band_2,2,sea; star,,,,,,
s00085,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"To be thus-- Grey-haired with anguish, like these blasted pines, Wrecks of a single winter, barkless, branchless,A blighted trunk upon a curséd root, Which but supplies a feeling to Decay-- And to be thus, eternally but thus, 70 Having been otherwise!",band_2,2,grey; pine,,,,,,
s00619,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And now the STORM-BLAST came, and he Was tyrannous and strong: He struck with his o'ertaking wings, And chased south along.",band_2,2,blast; storm,,,,,,
s00576,Percy Shelley,The Cloud,"From cape to cape, with a bridge-like shape, Over a torrent sea, Sunbeam-proof, I hand like a roof,— The mountains its columns be.",band_2,2,mountain; sea,,,,,,
s00530,Percy Shelley,Mont Blanc,or did a sea Of fire envelope once this silent snow?,band_2,2,sea; snow,,,,,,
s00552,Percy Shelley,Ode to the West Wind,"Oh, lift me as a wave, a leaf, a cloud!",band_2,2,cloud; wave,,,,,,
s00147,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"In Fantasy, Imagination, all 140 The affluence of my soul--which one day was A Croesus in creation--I plunged deep, But, like an ebbing wave, it dashed me back Into the gulf of my unfathomed thought.",band_2,2,gulf; wave,,,,,,
s00215,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"I was troubled; a mist came over my eyes, and I felt a faintness seize me, but I was quickly restored by the cold gale of the mountains.",band_2,2,gale; mountain,,,,,,
s00542,Percy Shelley,Mont Blanc,"Its home The voiceless lightning in these solitudes Keeps innocently, and like vapour broods Over the snow.",band_2,2,lightning; snow,,,,,,
s00416,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We perceived a low carriage, fixed on a sledge and drawn by dogs, pass on towards the north, at the distance of half a mile; a being which had the shape of a man, but apparently of gigantic stature, sat in the sledge and guided the dogs.",band_2,2,dog,,,,,,
s00863,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor wilt thou then forget, That after many wanderings, many years Of absence, these steep woods and lofty cliffs, And this green pastoral landscape, were to me More dear, both for themselves, and for thy sake.",band_2,2,cliff; wood,,,,,,
s00636,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Ah wretch! said they, the bird to slay That made the breeze to blow!",band_2,2,bird; breeze,,,,,,
s00183,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),What were rain and storm to me?,band_2,2,rain; storm,,,,,,
s00745,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun, right up above the mast, Had fixed her to the ocean: But in a minute she 'gan stir, With a short uneasy motion-- Backwards and forwards half her length With a short uneasy motion.",band_2,2,ocean; sun,,,,,,
s00855,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Therefore am I still A lover of the meadows and the woods, And mountains; and of all that we behold From this green earth; of all the mighty world Of eye and ear, both what they half-create,And what perceive; well pleased to recognize In nature and the language of the sense, The anchor of my purest thoughts, the nurse, The guide, the guardian of my heart, and soul Of all my moral being.",band_2,2,mountain; wood,,,,,,
s00741,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"It ceased; yet still the sails made on A pleasant noise till noon, A noise like of a hidden brook In the leafy month of June, That to the sleeping woods all night Singeth a quiet tune.",band_2,2,brook; wood,,,,,,
s00193,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The pines are not tall or luxuriant, but they are sombre and add an air of severity to the scene.",band_2,2,air; pine,,,,,,
s00426,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Only one dog remained alive; but there was a human being within it whom the sailors were persuading to enter the vessel.,band_2,2,dog; human being,,,,,,
s00570,Percy Shelley,The Cloud,"And when Sunset may breathe, from the lit sea beneath, Its ardours of rest and of love, And the crimson pall of eve may fall From the depth of Heaven above.",band_2,2,sea; sunset,,,,,,
s00593,Percy Shelley,To a Skylark,"What fields, or waves, or mountains?",band_2,2,mountain; wave,,,,,,
s00688,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"One after one, by the star-dogged Moon Too quick for groan or sigh, Each turned his face with a ghastly pang, And cursed me with his eye.",band_2,2,moon; star,,,,,,
s00856,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor, perchance, If I were not thus taught, should I the more Suffer my genial spirits to decay: For thou art with me, here, upon the banks Of this fair river; thou, my dearest Friend, My dear, dear Friend, and in thy voice I catch The language of my former heart, and read My former pleasures in the shooting lights Of thy wild eyes.",band_2,2,bank; river,,,,,,
s00538,Percy Shelley,Mont Blanc,"The race Of man flies far in dread; his work and dwelling Vanish, like smoke before the tempest’s stream, And their place is not known.",band_2,2,stream; tempest,,,,,,
s00760,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But why drives on that ship so fast, Without or wave or wind?",band_2,2,wave; wind,,,,,,
s00572,Percy Shelley,The Cloud,"That orbed maiden with white fire laden, Whom mortals call the Moon, Glides glimmering o’er my fleece-like floor, By the midnight breezes strewn; And wherever the beat of her unseen feet, Which only the angels hear, May have broken the woof of my tent’s thin roof.",band_2,2,breeze; moon,,,,,,
s00781,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And on the bay the moonlight lay, And the shadow of the moon.",band_2,2,bay; moon,,,,,,
s00283,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The sun is yet high in the heavens; before it descends to hide itself behind your snowy precipices and illuminate another world, you will have heard my story and can decide.",band_2,2,precipice; sun,,,,,,
s00257,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),The desert mountains and dreary glaciers are my refuge.,band_2,2,glacier; mountain,,,,,,
s00395,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We have already reached a very high latitude; but it is the height of summer, and although not so warm as in England, the southern gales, which blow us speedily towards those shores which I so ardently desire to attain, breathe a degree of renovating warmth which I had not expected.",band_2,2,gale; shore,,,,,,
s00813,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Under the water it rumbled on, Still louder and more dread: It reached the ship, it split the bay; The ship went down like lead.",band_2,2,bay; water,,,,,,
s00318,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"But just at that time I inherited the fortune of my cousin, and my thoughts were turned into the channel of their earlier bent.",band_2,2,bent; channel,,,,,,
s00635,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And I had done an hellish thing, And it would work 'em woe: For all averred, I had killed the bird That made the breeze to blow.",band_2,2,bird; breeze,,,,,,
s00163,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I have one resource Still in my science--I can call the dead, And ask them what it is we dread to be: The sternest answer can but be the Grave, And that is nothing: if they answer not-- 180 The buried Prophet answered to the Hag Of Endor; and the Spartan Monarch drew From the Byzantine maid's unsleeping spirit An answer and his destiny--he slew That which he loved, unknowing what he slew, And died unpardoned--though he called in aid The Phyxian Jove, and in Phigalia roused The Arcadian Evocators to compel The indignant shadow to depose her wrath, Or fix her term of vengeance--she replied 190",band_2,2,hag; monarch,,,,,,
s00877,William Wordsworth,The Tables Turned,"One impulse from a vernal wood May teach you more of man; Of moral evil and of good, Than all the sages can.",band_2,2,sage; wood,,,,,,
s00527,Percy Shelley,Mont Blanc,"For the very spirit fails, Driven like a homeless cloud from steep to steep That vanishes among the viewless gales!",band_2,2,cloud; gale,,,,,,
s00413,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We accordingly lay to, hoping that some change would take place in the atmosphere and weather.",band_2,2,atmosphere; weather,,,,,,
s00020,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"And now again 'tis black,--and now, the glee Of the loud hills shakes with its mountain-mirth, As if they did rejoice o'er a young earthquake's birth.",band_2,2,hill; mountain,,,,,,
s00770,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But soon there breathed a wind on me, Nor sound nor motion made: Its path was not upon the sea, In ripple or in shade.",band_2,2,sea; wind,,,,,,
s00638,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"'Twas right, said they, such birds to slay, That bring the fog and mist.",band_2,2,bird; fog,,,,,,
s00640,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Down dropt the breeze, the sails dropt down, 'Twas sad as sad could be; And we did speak only to break The silence of the sea!",band_2,2,breeze; sea,,,,,,
s00833,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"He prayeth well, who loveth well Both man and bird and beast.",band_2,2,beast; bird,,,,,,
s00861,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor, perchance, If I should be, where I no more can hear Thy voice, nor catch from thy wild eyes these gleams Of past existence, wilt thou then forget That on the banks of this delightful stream We stood together; and that I, so long A worshipper of Nature, hither came, Unwearied in that service: rather say With warmer love, oh!",band_2,2,bank; stream,,,,,,
s00715,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The self same moment I could pray; And from my neck so free The Albatross fell off, and sank Like lead into the sea.",band_2,2,albatross; sea,,,,,,
s00564,Percy Shelley,The Cloud,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",band_2,2,dew; sun,,,,,,
s00103,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The clouds grow thicker----there--now lean on me-- Place your foot here--here, take this staff, and cling A moment to that shrub--now give me your hand, And hold fast by my girdle--softly--well-- 120",band_2,2,cloud; shrub,,,,,,
s00079,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"the note, The natural music of the mountain reed-- For here the patriarchal days are not A pastoral fable--pipes in the liberal air, 50 Mixed with the sweet bells of the sauntering herd;My soul would drink those echoes.",band_2,2,air; mountain,,,,,,
s00614,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun came up upon the left, Out of the sea came he!",band_2,2,sea; sun,,,,,,
s00322,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.",band_3plus,4,branch; fisher; sea; whale,,,,,,
s00589,Percy Shelley,To a Skylark,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",band_3plus,5,dell; dew; flower; grass; worm,,,,,,
s00574,Percy Shelley,The Cloud,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",band_3plus,5,lake; moon; river; sea; wind,,,,,,
s00191,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"In a thousand spots the traces of the winter avalanche may be perceived, where trees lie broken and strewed on the ground, some entirely destroyed, others bent, leaning upon the jutting rocks of the mountain or transversely upon other trees.",band_3plus,3,mountain; tree,,,,,,
s00072,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"And you, ye crags, upon whose extreme edge I stand, and on the torrent's brink beneath Behold the tall pines dwindled as to shrubs In dizziness of distance; when a leap, A stir, a motion, even a breath, would bring My breast upon its rocky bosom's bed To rest for ever--wherefore do I pause?",band_3plus,5,bed; crag; pine; shrub; torrent,,,,,,
s00848,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",band_3plus,4,hill; mountain; river; stream,,,,,,
s00578,Percy Shelley,The Cloud,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",band_3plus,3,ocean; shore; water,,,,,,
s00549,Percy Shelley,Ode to the West Wind,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",band_3plus,3,ocean; sea; wood,,,,,,
s00577,Percy Shelley,The Cloud,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",band_3plus,3,air; hurricane; snow,,,,,,
s00854,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",band_3plus,3,air; ocean; sun,,,,,,
s00588,Percy Shelley,To a Skylark,From rainbow clouds there flow not Drops so bright to see As from thy presence showers a rain of melody.,band_3plus,4,cloud; drop; rain; shower,,,,,,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",band_3plus,6,cloud; knoll; lake; mountain; river; wind,,,,,,
s00841,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",band_3plus,5,cave; run; tree; wood,,,,,,
s00030,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Thine air is the young breath of passionate thought; Thy trees take root in love; the snows above The very glaciers have his colours caught, And sunset into rose-hues sees them wrought By rays which sleep there lovingly: the rocks, The permanent crags, tell here of Love, who sought In them a refuge from the worldly shocks, Which stir and sting the soul with hope that woos, then mocks.",band_3plus,8,air; crag; glacier; ray; rose; snow; sunset; tree,,,,,,
s00569,Percy Shelley,The Cloud,"The sanguine Sunrise, with his meteor eyes, And his burning plumes outspread, Leaps on the back of my sailing rack, When the morning star shines dead; As on the jag of a mountain crag, Which an earthquake rocks and swings, An eagle alit one moment may sit In the light of its golden wings.",band_3plus,6,crag; eagle; morning star; mountain; star; sunrise,,,,,,
s00547,Percy Shelley,Ode to the West Wind,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",band_3plus,3,atmosphere; hail; rain,,,,,,
s00076,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Whose happy flight is highest into heaven, Well may'st thou swoop so near me--I should be Thy prey, and gorge thine eaglets; thou art gone Where the eye cannot follow thee; but thine Yet pierces downward, onward, or above, With a pervading vision.--Beautiful!",band_3plus,3,eaglet; gorge; prey,,,,,,
s00866,William Wordsworth,Lines Written in Early Spring,"Through primrose-tufts, in that sweet bower, The periwinkle trail’d its wreathes; And ’tis my faith that every flower Enjoys the air it breathes.",band_3plus,4,air; flower; periwinkle; primrose,,,,,,
s00851,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"The sounding cataract Haunted me like a passion: the tall rock, The mountain, and the deep and gloomy wood, Their colours and their forms, were then to me An appetite: a feeling and a love, That had no need of a remoter charm, By thought supplied, or any interest Unborrowed from the eye.--That time is past, And all its aching joys are now no more, And all its dizzy raptures.",band_3plus,3,cataract; mountain; wood,,,,,,
s00637,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Nor dim nor red, like God's own head, The glorious Sun uprist: Then all averred, I had killed the bird That brought the fog and mist.",band_3plus,3,bird; fog; sun,,,,,,
s00583,Percy Shelley,To a Skylark,"In the golden lightning Of the sunken sun, O’er which clouds are bright’ning.",band_3plus,3,cloud; lightning; sun,,,,,,
s00031,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"by heavenly feet thy paths are trod,-- Undying Love's, who here ascends a throne To which the steps are mountains; where the god Is a pervading life and light,--so shown Not on those summits solely, nor alone In the still cave and forest; o'er the flower His eye is sparkling, and his breath hath blown, His soft and summer breath, whose tender power Passes the strength of storms in their most desolate hour.",band_3plus,4,cave; flower; mountain; storm,,,,,,
s00204,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"Presently a breeze dissipated the cloud, and I descended upon the glacier.",band_3plus,3,breeze; cloud; glacier,,,,,,
s00044,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"looking on thee Full flashes on the soul the light of ages, Since the fierce Carthaginian almost won thee, To the last halo of the chiefs and sages Who glorify thy consecrated pages; Thou wert the throne and grave of empires; still, The fount at which the panting mind assuages Her thirst of knowledge, quaffing there her fill, Flows from the eternal source of Rome's imperial hill.",band_3plus,3,halo; hill; sage,,,,,,
s00123,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I said with men, and with the thoughts of men, 60 I held but slight communion; but instead, My joy was in the wilderness,--to breathe The difficult air of the iced mountain's top,Where the birds dare not build--nor insect's wing Flit o'er the herbless granite; or to plunge Into the torrent, and to roll along On the swift whirl of the new-breaking wave Of river-stream, or Ocean, in their flow.",band_3plus,9,air; bird; insect; mountain; ocean; river; stream; torrent; wave,,,,,,
s00292,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The air was cold, and the rain again began to descend; we entered the hut, the fiend with an air of exultation, I with a heavy heart and depressed spirits.",band_3plus,3,air; rain,,,,,,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",band_3plus,8,channel; cloud; fountain; mount; mountain; river; valley; water,,,,,,
s00838,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"and again I hear These waters, rolling from their mountain-springs With a sweet inland murmur.--Once",band_3plus,3,mountain; spring; water,,,,,,
s00019,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"How the lit lake shines, a phosphoric sea, And the big rain comes dancing to the earth!",band_3plus,3,lake; rain; sea,,,,,,
s00210,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The sea, or rather the vast river of ice, wound among its dependent mountains, whose aerial summits hung over its recesses.",band_3plus,4,mountain; recess; river; sea,,,,,,
s00683,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun's rim dips; the stars rush out: At one stride comes the dark; With far-heard whisper, o'er the sea.",band_3plus,3,sea; star; sun,,,,,,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",band_3plus,9,blue; deep; eagle; mountain; steep; storm; vale; wind; wolf,,,,,,
s00726,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the coming wind did roar more loud, And the sails did sigh like sedge; And the rain poured down from one black cloud; The Moon was at its edge.",band_3plus,5,cloud; moon; rain; sedge; wind,,,,,,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",band_3plus,5,air; coast; lake; mountain; star,,,,,,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",band_3plus,6,air; bed; hill; spring; west wind; wind,,,,,,
s00523,Percy Shelley,Mont Blanc,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",band_3plus,12,cavern; cloud; crag; mountain; pine; ravine; vale; waterfall; wind,,,,,,
s00002,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"thy contrasted lake, With the wild world I dwelt in, is a thing Which warns me, with its stillness, to forsake Earth's troubled waters for a purer spring.",band_3plus,4,lake; spring; stillness; water,,,,,,
s00022,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Now, where the quick Rhone thus hath cleft his way, The mightiest of the storms hath ta'en his stand; For here, not one, but many, make their play, And fling their thunderbolts from hand to hand, Flashing and cast around: of all the band, The brightest through these parted hills hath forked His lightnings, as if he did understand That in such gaps as desolation worked, There the hot shaft should blast whatever therein lurked.",band_3plus,4,hill; lightning; storm; thunderbolt,,,,,,
s00633,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun now rose upon the right: Out of the sea came he, Still hid in mist, and on the left Went down into the sea.",band_3plus,3,sea; sun,,,,,,
